,Date,Portfolio_Value,Capital,Position_Value,Shares,Peak,Drawdown,Daily_Return
41,2022-12-23,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
42,2022-12-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
43,2022-12-29,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
44,2022-12-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
45,2023-01-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
46,2023-01-04,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
47,2023-01-05,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
48,2023-01-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
49,2023-01-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
50,2023-01-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
51,2023-01-11,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
52,2023-01-12,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
53,2023-01-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
54,2023-01-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
55,2023-01-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
56,2023-01-18,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
57,2023-01-19,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
58,2023-01-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
59,2023-01-26,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
60,2023-01-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
61,2023-01-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
62,2023-01-31,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
63,2023-02-01,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
64,2023-02-02,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
65,2023-02-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
66,2023-02-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
67,2023-02-07,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
68,2023-02-08,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
69,2023-02-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
70,2023-02-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
71,2023-02-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
72,2023-02-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
73,2023-02-15,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
74,2023-02-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
75,2023-02-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
76,2023-02-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
77,2023-02-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
78,2023-02-22,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
79,2023-02-23,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
80,2023-02-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
81,2023-02-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
82,2023-02-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
83,2023-03-01,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
84,2023-03-02,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
85,2023-03-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
86,2023-03-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
87,2023-03-07,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
88,2023-03-08,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
89,2023-03-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
90,2023-03-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
91,2023-03-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
92,2023-03-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
93,2023-03-15,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
94,2023-03-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
95,2023-03-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
96,2023-03-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
97,2023-03-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
98,2023-03-22,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
99,2023-03-23,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
100,2023-03-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
101,2023-03-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
102,2023-03-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
103,2023-03-29,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
104,2023-03-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
105,2023-03-31,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
106,2023-04-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
107,2023-04-04,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
108,2023-04-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
109,2023-04-11,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
110,2023-04-12,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
111,2023-04-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
112,2023-04-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
113,2023-04-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
114,2023-04-18,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
115,2023-04-19,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
116,2023-04-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
117,2023-04-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
118,2023-04-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
119,2023-04-25,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
120,2023-04-26,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
121,2023-04-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
122,2023-04-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
123,2023-05-02,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
124,2023-05-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
125,2023-05-04,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
126,2023-05-05,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
127,2023-05-08,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
128,2023-05-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
129,2023-05-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
130,2023-05-11,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
131,2023-05-12,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
132,2023-05-15,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
133,2023-05-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
134,2023-05-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
135,2023-05-18,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
136,2023-05-19,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
137,2023-05-22,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
138,2023-05-23,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
139,2023-05-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
140,2023-05-25,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
141,2023-05-29,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
142,2023-05-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
143,2023-05-31,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
144,2023-06-01,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
145,2023-06-02,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
146,2023-06-05,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
147,2023-06-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
148,2023-06-07,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
149,2023-06-08,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
150,2023-06-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
151,2023-06-12,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
152,2023-06-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
153,2023-06-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
154,2023-06-15,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
155,2023-06-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
156,2023-06-19,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
157,2023-06-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
158,2023-06-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
159,2023-06-23,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
160,2023-06-26,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
161,2023-06-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
162,2023-06-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
163,2023-06-29,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
164,2023-06-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
165,2023-07-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
166,2023-07-04,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
167,2023-07-05,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
168,2023-07-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
169,2023-07-07,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
170,2023-07-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
171,2023-07-11,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
172,2023-07-12,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
173,2023-07-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
174,2023-07-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
175,2023-07-18,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
176,2023-07-19,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
177,2023-07-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
178,2023-07-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
179,2023-07-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
180,2023-07-25,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
181,2023-07-26,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
182,2023-07-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
183,2023-07-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
184,2023-07-31,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
185,2023-08-01,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
186,2023-08-02,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
187,2023-08-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
188,2023-08-04,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
189,2023-08-07,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
190,2023-08-08,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
191,2023-08-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
192,2023-08-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
193,2023-08-11,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
194,2023-08-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
195,2023-08-15,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
196,2023-08-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
197,2023-08-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
198,2023-08-18,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
199,2023-08-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
200,2023-08-22,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
201,2023-08-23,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
202,2023-08-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
203,2023-08-25,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
204,2023-08-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
205,2023-08-29,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
206,2023-08-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
207,2023-08-31,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
208,2023-09-04,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
209,2023-09-05,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
210,2023-09-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
211,2023-09-07,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
212,2023-09-11,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
213,2023-09-12,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
214,2023-09-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
215,2023-09-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
216,2023-09-15,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
217,2023-09-18,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
218,2023-09-19,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
219,2023-09-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
220,2023-09-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
221,2023-09-22,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
222,2023-09-25,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
223,2023-09-26,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
224,2023-09-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
225,2023-09-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
226,2023-09-29,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
227,2023-10-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
228,2023-10-04,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
229,2023-10-05,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
230,2023-10-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
231,2023-10-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
232,2023-10-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
233,2023-10-11,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
234,2023-10-12,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
235,2023-10-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
236,2023-10-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
237,2023-10-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
238,2023-10-18,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
239,2023-10-19,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
240,2023-10-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
241,2023-10-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
242,2023-10-25,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
243,2023-10-26,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
244,2023-10-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
245,2023-10-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
246,2023-10-31,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
247,2023-11-01,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
248,2023-11-02,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
249,2023-11-03,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
250,2023-11-06,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
251,2023-11-07,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
252,2023-11-08,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
253,2023-11-09,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
254,2023-11-10,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
255,2023-11-13,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
256,2023-11-14,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
257,2023-11-15,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
258,2023-11-16,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
259,2023-11-17,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
260,2023-11-20,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
261,2023-11-21,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
262,2023-11-22,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
263,2023-11-23,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
264,2023-11-24,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
265,2023-11-27,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
266,2023-11-28,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
267,2023-11-29,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
268,2023-11-30,20000.0,20000.0,0.0,0,20000.0,0.0,0.0
269,2023-12-01,19880.480113983154,10000.160037994385,9880.32007598877,1992,20000.0,-0.5975994300842286,-0.597599430084228
270,2023-12-04,20000.0,10000.160037994385,9999.839962005615,1992,20000.0,0.0,0.6011921509520235
271,2023-12-05,19721.120265960693,10000.160037994385,9720.960227966309,1992,20000.0,-1.3943986701965332,-1.3943986701965283
272,2023-12-06,19741.03977203369,10000.160037994385,9740.879734039307,1992,20000.0,-1.2948011398315429,0.10100595607329677
273,2023-12-07,19641.440341949463,10000.160037994385,9641.280303955078,1992,20000.0,-1.7927982902526853,-0.5045298081275629
274,2023-12-08,19601.600379943848,10000.160037994385,9601.440341949463,1992,20000.0,-1.9919981002807619,-0.202836254938632
275,2023-12-11,19442.239582061768,10000.160037994385,9442.079544067383,1992,20000.0,-2.788802089691162,-0.8129989122986903
276,2023-12-12,19442.239582061768,19442.239582061768,0.0,0,20000.0,-2.788802089691162,0.0
277,2023-12-13,19442.239582061768,19442.239582061768,0.0,0,20000.0,-2.788802089691162,0.0
278,2023-12-14,19442.239582061768,19442.239582061768,0.0,0,20000.0,-2.788802089691162,0.0
279,2023-12-15,19442.239582061768,19442.239582061768,0.0,0,20000.0,-2.788802089691162,0.0
280,2023-12-18,19442.239582061768,19442.239582061768,0.0,0,20000.0,-2.788802089691162,0.0
281,2023-12-19,19442.239582061768,19442.239582061768,0.0,0,20000.0,-2.788802089691162,0.0
282,2023-12-20,19306.439249038696,9722.839138031006,9583.60011100769,1940,20000.0,-3.4678037548065186,-0.6984809154824245
283,2023-12-21,19248.238842010498,9722.839138031006,9525.399703979492,1940,20000.0,-3.75880578994751,-0.3014559353874402
284,2023-12-22,19384.03917503357,9722.839138031006,9661.200037002563,1940,20000.0,-3.0798041248321533,0.7055208226462772
285,2023-12-27,19345.239212036133,9722.839138031006,9622.400074005127,1940,20000.0,-3.2738039398193357,-0.20016448918144247
286,2023-12-28,19364.638731002808,9722.839138031006,9641.799592971802,1940,20000.0,-3.176806344985962,0.10028058456161837
287,2023-12-29,19500.43906402588,9722.839138031006,9777.599925994873,1940,20000.0,-2.4978046798706055,0.701279971754154
288,2024-01-02,19345.239212036133,9722.839138031006,9622.400074005127,1940,20000.0,-3.2738039398193357,-0.7958787567817205
289,2024-01-03,19345.239212036133,9722.839138031006,9622.400074005127,1940,20000.0,-3.2738039398193357,0.0
290,2024-01-04,19481.039545059204,9722.839138031006,9758.200407028198,1940,20000.0,-2.5948022747039796,0.7019832194092412
291,2024-01-05,19422.839138031006,9722.839138031006,9700.0,1940,20000.0,-2.885804309844971,-0.2987541136784899
292,2024-01-08,19170.638916015625,9722.839138031006,9447.79977798462,1940,20000.0,-4.146805419921875,-1.2984724850115148
293,2024-01-09,19248.238842010498,9722.839138031006,9525.399703979492,1940,20000.0,-3.75880578994751,0.404785288246412
294,2024-01-10,19306.439249038696,9722.839138031006,9583.60011100769,1940,20000.0,-3.4678037548065186,0.30236743998195426
295,2024-01-11,19422.839138031006,9722.839138031006,9700.0,1940,20000.0,-2.885804309844971,0.6029070792953561
296,2024-01-12,19636.23939704895,9722.839138031006,9913.400259017944,1940,20000.0,-1.8188030147552492,1.0987078536839334
297,2024-01-15,19636.23939704895,9722.839138031006,9913.400259017944,1940,20000.0,-1.8188030147552492,0.0
298,2024-01-16,19442.239582061768,9722.839138031006,9719.400444030762,1940,20000.0,-2.788802089691162,-0.987968271645423
299,2024-01-17,19190.039360046387,9722.839138031006,9467.20022201538,1940,20000.0,-4.049803199768067,-1.2971768038907983
300,2024-01-18,18957.239582061768,9722.839138031006,9234.400444030762,1940,20000.0,-5.213802089691162,-1.213128194355384
301,2024-01-19,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
302,2024-01-22,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
303,2024-01-23,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
304,2024-01-24,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
305,2024-01-25,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
306,2024-01-26,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
307,2024-01-29,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
308,2024-01-30,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
309,2024-01-31,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
310,2024-02-01,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
311,2024-02-02,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
312,2024-02-05,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
313,2024-02-06,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
314,2024-02-07,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
315,2024-02-08,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
316,2024-02-09,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
317,2024-02-14,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
318,2024-02-15,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
319,2024-02-16,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
320,2024-02-19,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
321,2024-02-20,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
322,2024-02-21,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
323,2024-02-22,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
324,2024-02-23,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
325,2024-02-26,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
326,2024-02-27,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
327,2024-02-28,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
328,2024-02-29,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
329,2024-03-01,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
330,2024-03-04,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
331,2024-03-05,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
332,2024-03-06,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
333,2024-03-07,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
334,2024-03-08,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
335,2024-03-11,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
336,2024-03-12,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
337,2024-03-13,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
338,2024-03-14,18957.239582061768,18957.239582061768,0.0,0,20000.0,-5.213802089691162,0.0
